"Exploration and Deposit Appraisal(1), Expenditures Category",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2018,New Brunswick,Geochemistry and Geology,4328.758,(thousands of dollars)
2018,New Brunswick,Geophysics,1633.2495,(thousands of dollars)
2018,New Brunswick,Rock Work(2),146.246,(thousands of dollars)
2018,New Brunswick,Other Field Costs,255.889,(thousands of dollars)
2018,New Brunswick,"Engineering, Economic and Feasibility Studies",347.373,(thousands of dollars)
2018,New Brunswick,"Mineral Leases, Claims, Line Cutting and Head Office",6125.52,(thousands of dollars)
2018,New Brunswick,Environment,612.84,(thousands of dollars)
2018,New Brunswick,Land Access,285.467,(thousands of dollars)
2018,New Brunswick,Grand Total,25623.2695,(thousands of dollars)
2018,Quebec,Diamond Drilling (Surface and Underground),1541.177,Metres (thousands)
2018,Quebec,Diamond Drilling (Surface and Underground),256923.821,Cost (thousands of dollars)
2018,Quebec,Other Drilling (Surface and Underground),8.395,Metres (thousands)
2018,Quebec,Other Drilling (Surface and Underground),1778.342,Cost (thousands of dollars)
2018,Quebec,Geochemistry and Geology,41418.712,(thousands of dollars)
2018,Quebec,Geophysics,23361.861,(thousands of dollars)
2018,Quebec,Rock Work(2),70988.271,(thousands of dollars)
2018,Quebec,Other Field Costs,30880.815,(thousands of dollars)
2018,Quebec,"Engineering, Economic and Feasibility Studies",73734.6,(thousands of dollars)
2018,Quebec,"Mineral Leases, Claims, Line Cutting and Head Office",36701.9,(thousands of dollars)
2018,Quebec,Environment,15345.131,(thousands of dollars)
2018,Quebec,Land Access,13687.431,(thousands of dollars)
2018,Quebec,Grand Total,564820.884,(thousands of dollars)
2018,Ontario,Diamond Drilling (Surface and Underground),1536.461,Metres (thousands)
2018,Ontario,Diamond Drilling (Surface and Underground),245504.798,Cost (thousands of dollars)
2018,Ontario,Other Drilling (Surface and Underground),58.386,Metres (thousands)
2018,Ontario,Other Drilling (Surface and Underground),14199.544,Cost (thousands of dollars)
2018,Ontario,Geochemistry and Geology,65867.066,(thousands of dollars)
2018,Ontario,Geophysics,22230.873,(thousands of dollars)
2018,Ontario,Rock Work(2),82729.311,(thousands of dollars)
2018,Ontario,Other Field Costs,28269.469,(thousands of dollars)
2018,Ontario,"Engineering, Economic and Feasibility Studies",65876.409,(thousands of dollars)
2018,Ontario,"Mineral Leases, Claims, Line Cutting and Head Office",34559.042,(thousands of dollars)
2018,Ontario,Environment,18432.987,(thousands of dollars)
2018,Ontario,Land Access,13763.577,(thousands of dollars)
2018,Ontario,Grand Total,591433.076,(thousands of dollars)
2018,Manitoba,Diamond Drilling (Surface and Underground),87.701,Metres (thousands)
2018,Manitoba,Diamond Drilling (Surface and Underground),17847.018,Cost (thousands of dollars)
2018,Manitoba,Other Drilling (Surface and Underground),0,Metres (thousands)
2018,Manitoba,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2018,Manitoba,Geochemistry and Geology,5993.57717,(thousands of dollars)
2018,Manitoba,Geophysics,8933.365,(thousands of dollars)
2018,Manitoba,Rock Work(2),0,(thousands of dollars)
2018,Manitoba,Other Field Costs,7161.207,(thousands of dollars)
2018,Manitoba,"Engineering, Economic and Feasibility Studies",2492.526,(thousands of dollars)
2018,Manitoba,"Mineral Leases, Claims, Line Cutting and Head Office",4954.778,(thousands of dollars)
2018,Manitoba,Environment,1946.448,(thousands of dollars)
2018,Manitoba,Land Access,351.8,(thousands of dollars)
2018,Manitoba,Grand Total,49680.71917,(thousands of dollars)
2018,Saskatchewan,Diamond Drilling (Surface and Underground),384.789,Metres (thousands)
2018,Saskatchewan,Diamond Drilling (Surface and Underground),88703.576,Cost (thousands of dollars)
2018,Saskatchewan,Other Drilling (Surface and Underground),13.298,Metres (thousands)
2018,Saskatchewan,Other Drilling (Surface and Underground),28493.345,Cost (thousands of dollars)
2018,Saskatchewan,Geochemistry and Geology,10646.248,(thousands of dollars)
2018,Saskatchewan,Geophysics,9947.841,(thousands of dollars)
2018,Saskatchewan,Rock Work(2),4046.644,(thousands of dollars)
2018,Saskatchewan,Other Field Costs,27097.698,(thousands of dollars)
2018,Saskatchewan,"Engineering, Economic and Feasibility Studies",21863.876,(thousands of dollars)
2018,Saskatchewan,"Mineral Leases, Claims, Line Cutting and Head Office",50522.835,(thousands of dollars)
2018,Saskatchewan,Environment,19410.717,(thousands of dollars)
2018,Saskatchewan,Land Access,1200.539,(thousands of dollars)
2018,Saskatchewan,Grand Total,261933.319,(thousands of dollars)
2018,Alberta,Diamond Drilling (Surface and Underground),1.384,Metres (thousands)
2018,Alberta,Diamond Drilling (Surface and Underground),1583.54,Cost (thousands of dollars)
2018,Alberta,Other Drilling (Surface and Underground),7.202,Metres (thousands)
2018,Alberta,Other Drilling (Surface and Underground),704.493,Cost (thousands of dollars)
2018,Alberta,Geochemistry and Geology,933.413,(thousands of dollars)
2018,Alberta,Geophysics,372.325,(thousands of dollars)
2018,Alberta,Rock Work(2),0,(thousands of dollars)
2018,Alberta,Other Field Costs,3649.282,(thousands of dollars)
2018,Alberta,"Engineering, Economic and Feasibility Studies",9883.149,(thousands of dollars)
2018,Alberta,"Mineral Leases, Claims, Line Cutting and Head Office",7338.311,(thousands of dollars)
2018,Alberta,Environment,1955.959,(thousands of dollars)
2018,Alberta,Land Access,171,(thousands of dollars)
2018,Alberta,Grand Total,26591.472,(thousands of dollars)
2018,British Columbia,Diamond Drilling (Surface and Underground),599.52,Metres (thousands)
2018,British Columbia,Diamond Drilling (Surface and Underground),149755.224,Cost (thousands of dollars)
2018,British Columbia,Other Drilling (Surface and Underground),19.601,Metres (thousands)
2018,British Columbia,Other Drilling (Surface and Underground),6557.893,Cost (thousands of dollars)
2018,British Columbia,Geochemistry and Geology,47679.15149,(thousands of dollars)
2018,British Columbia,Geophysics,9458.936,(thousands of dollars)
2018,British Columbia,Rock Work(2),6310.234,(thousands of dollars)
2018,British Columbia,Other Field Costs,53355.279,(thousands of dollars)
2018,British Columbia,"Engineering, Economic and Feasibility Studies",60172.431,(thousands of dollars)
2018,British Columbia,"Mineral Leases, Claims, Line Cutting and Head Office",48156.38799,(thousands of dollars)
2018,British Columbia,Environment,35178.484,(thousands of dollars)
2018,British Columbia,Land Access,11232.84158,(thousands of dollars)
2018,British Columbia,Grand Total,427856.86206,(thousands of dollars)
2018,Yukon,Diamond Drilling (Surface and Underground),134.978,Metres (thousands)
2018,Yukon,Diamond Drilling (Surface and Underground),46780.683,Cost (thousands of dollars)
2018,Yukon,Other Drilling (Surface and Underground),67.508,Metres (thousands)
2018,Yukon,Other Drilling (Surface and Underground),11431.896,Cost (thousands of dollars)
2018,Yukon,Geochemistry and Geology,23276.255,(thousands of dollars)
2018,Yukon,Geophysics,5657.007,(thousands of dollars)
2018,Yukon,Rock Work(2),7116.648,(thousands of dollars)
2018,Yukon,Other Field Costs,24079.111,(thousands of dollars)
2018,Yukon,"Engineering, Economic and Feasibility Studies",25695.708,(thousands of dollars)
2018,Yukon,"Mineral Leases, Claims, Line Cutting and Head Office",19589.155,(thousands of dollars)
2018,Yukon,Environment,12957.3,(thousands of dollars)
2018,Yukon,Land Access,5704.738,(thousands of dollars)
2018,Yukon,Grand Total,182288.501,(thousands of dollars)
2018,Northwest Territories,Diamond Drilling (Surface and Underground),114.263,Metres (thousands)
2018,Northwest Territories,Diamond Drilling (Surface and Underground),48195.702,Cost (thousands of dollars)
2018,Northwest Territories,Other Drilling (Surface and Underground),0,Metres (thousands)
2018,Northwest Territories,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2018,Northwest Territories,Geochemistry and Geology,18522.554,(thousands of dollars)
2018,Northwest Territories,Geophysics,7976.092,(thousands of dollars)
2018,Northwest Territories,Rock Work(2),0,(thousands of dollars)
2018,Northwest Territories,Other Field Costs,8201.451,(thousands of dollars)
2018,Northwest Territories,"Engineering, Economic and Feasibility Studies",8041.67,(thousands of dollars)
2018,Northwest Territories,"Mineral Leases, Claims, Line Cutting and Head Office",1600.637,(thousands of dollars)
2018,Northwest Territories,Environment,11049.882,(thousands of dollars)
2018,Northwest Territories,Land Access,8378.325,(thousands of dollars)
2018,Northwest Territories,Grand Total,111966.313,(thousands of dollars)
2018,Nunavut,Diamond Drilling (Surface and Underground),133.519,Metres (thousands)
2018,Nunavut,Diamond Drilling (Surface and Underground),59236.221,Cost (thousands of dollars)
2018,Nunavut,Other Drilling (Surface and Underground),12.671,Metres (thousands)
2018,Nunavut,Other Drilling (Surface and Underground),4306.989,Cost (thousands of dollars)
2018,Nunavut,Geochemistry and Geology,9767.9,(thousands of dollars)
2018,Nunavut,Geophysics,3614.932,(thousands of dollars)
2018,Nunavut,Rock Work(2),26065.764,(thousands of dollars)
2018,Nunavut,Other Field Costs,20261.682,(thousands of dollars)
2018,Nunavut,"Engineering, Economic and Feasibility Studies",9259.918,(thousands of dollars)
2018,Nunavut,"Mineral Leases, Claims, Line Cutting and Head Office",7161.147,(thousands of dollars)
2018,Nunavut,Environment,10407.382,(thousands of dollars)
2018,Nunavut,Land Access,5522.813,(thousands of dollars)
2018,Nunavut,Grand Total,155604.748,(thousands of dollars)
2018,Total,Diamond Drilling (Surface and Underground),4807.561,Metres (thousands)
2018,Total,Diamond Drilling (Surface and Underground),958222.782,Cost (thousands of dollars)
2018,Total,Other Drilling (Surface and Underground),189.161,Metres (thousands)
2018,Total,Other Drilling (Surface and Underground),67694.59,Cost (thousands of dollars)
2018,Total,Geochemistry and Geology,242902.42966,(thousands of dollars)
2018,Total,Geophysics,95583.6295,(thousands of dollars)
2018,Total,Rock Work(2),202028.846,(thousands of dollars)
2018,Total,Other Field Costs,210617.999,(thousands of dollars)
2018,Total,"Engineering, Economic and Feasibility Studies",287933.484,(thousands of dollars)
2018,Total,"Mineral Leases, Claims, Line Cutting and Head Office",227648.56199,(thousands of dollars)
2018,Total,Environment,131876.787,(thousands of dollars)
2018,Total,Land Access,60708.69958,(thousands of dollars)
2018,Total,Grand Total,2485217.80873,(thousands of dollars)
2018,Percentage of grand total ,Diamond Drilling (Surface and Underground),n.a.,Metres (%)
2018,Percentage of grand total ,Diamond Drilling (Surface and Underground),38.55689342938,Cost (%)
2018,Percentage of grand total ,Other Drilling (Surface and Underground),n.a.,Metres (%)
2018,Percentage of grand total ,Other Drilling (Surface and Underground),2.723889622962,Cost (%)
2018,Percentage of grand total ,Geochemistry and Geology,9.77388898497104,(%)
2018,Percentage of grand total ,Geophysics,3.84608661519472,(%)
2018,Percentage of grand total ,Rock Work(2),8.12922091940268,(%)
2018,Percentage of grand total ,Other Field Costs,8.47483058668529,(%)
2018,Percentage of grand total ,"Engineering, Economic and Feasibility Studies",11.5858450309086,(%)
2018,Percentage of grand total ,"Mineral Leases, Claims, Line Cutting and Head Office",9.16010504955835,(%)
2018,Percentage of grand total ,Environment,5.30644785083815,(%)
2018,Percentage of grand total ,Land Access,2.44279191009916,(%)
2018,Percentage of grand total ,Grand Total,100,(%)
2017,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),110.23,Metres (thousands)
2017,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),19985.846,Cost (thousands of dollars)
2017,Newfoundland and Labrador,Other Drilling (Surface and Underground),0,Metres (thousands)
2017,Newfoundland and Labrador,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2017,Newfoundland and Labrador,Geochemistry and Geology,8113.494,(thousands of dollars)
2017,Newfoundland and Labrador,Geophysics,2957.889,(thousands of dollars)
2017,Newfoundland and Labrador,Rock Work(2),739.901,(thousands of dollars)
2017,Newfoundland and Labrador,Other Field Costs,1308.198,(thousands of dollars)
2017,Newfoundland and Labrador,"Engineering, Economic and Feasibility Studies",2140.229,(thousands of dollars)
2017,Newfoundland and Labrador,"Mineral Leases, Claims, Line Cutting and Head Office",3039.097,(thousands of dollars)
2017,Newfoundland and Labrador,Environment,3146.298,(thousands of dollars)
2017,Newfoundland and Labrador,Land Access,87.516,(thousands of dollars)
2017,Newfoundland and Labrador,Grand Total,41518.468,(thousands of dollars)
2017,Nova Scotia ,Diamond Drilling (Surface and Underground),73.855,Metres (thousands)
2017,Nova Scotia ,Diamond Drilling (Surface and Underground),12768.516,Cost (thousands of dollars)
2017,Nova Scotia ,Other Drilling (Surface and Underground),0,Metres (thousands)
2017,Nova Scotia ,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2017,Nova Scotia ,Geochemistry and Geology,1220.395,(thousands of dollars)
2017,Nova Scotia ,Geophysics,235.443,(thousands of dollars)
2017,Nova Scotia ,Rock Work(2),0,(thousands of dollars)
2017,Nova Scotia ,Other Field Costs,71.77,(thousands of dollars)
2017,Nova Scotia ,"Engineering, Economic and Feasibility Studies",2331.846,(thousands of dollars)
2017,Nova Scotia ,"Mineral Leases, Claims, Line Cutting and Head Office",810.465,(thousands of dollars)
2017,Nova Scotia ,Environment,771.077,(thousands of dollars)
2017,Nova Scotia ,Land Access,0,(thousands of dollars)
2017,Nova Scotia ,Grand Total,18209.512,(thousands of dollars)
2017,New Brunswick,Diamond Drilling (Surface and Underground),55.737,Metres (thousands)
2017,New Brunswick,Diamond Drilling (Surface and Underground),5903.467,Cost (thousands of dollars)
2017,New Brunswick,Other Drilling (Surface and Underground),0,Metres (thousands)
2017,New Brunswick,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2017,New Brunswick,Geochemistry and Geology,3073.945,(thousands of dollars)
2017,New Brunswick,Geophysics,344.835,(thousands of dollars)
2017,New Brunswick,Rock Work(2),328.131,(thousands of dollars)
2017,New Brunswick,Other Field Costs,950.627,(thousands of dollars)
2017,New Brunswick,"Engineering, Economic and Feasibility Studies",943.7,(thousands of dollars)
2017,New Brunswick,"Mineral Leases, Claims, Line Cutting and Head Office",3738.837,(thousands of dollars)
2017,New Brunswick,Environment,260.325,(thousands of dollars)
2017,New Brunswick,Land Access,278,(thousands of dollars)
2017,New Brunswick,Grand Total,15821.867,(thousands of dollars)
2017,Quebec,Diamond Drilling (Surface and Underground),1842.812,Metres (thousands)
2017,Quebec,Diamond Drilling (Surface and Underground),271217.492,Cost (thousands of dollars)
2017,Quebec,Other Drilling (Surface and Underground),12.571,Metres (thousands)
2017,Quebec,Other Drilling (Surface and Underground),1878.429,Cost (thousands of dollars)
2017,Quebec,Geochemistry and Geology,43254.536,(thousands of dollars)
2017,Quebec,Geophysics,20436.953,(thousands of dollars)
2017,Quebec,Rock Work(2),35689.671,(thousands of dollars)
2017,Quebec,Other Field Costs,37713.273,(thousands of dollars)
2017,Quebec,"Engineering, Economic and Feasibility Studies",54516.291,(thousands of dollars)
2017,Quebec,"Mineral Leases, Claims, Line Cutting and Head Office",83853.392,(thousands of dollars)
2017,Quebec,Environment,13332.839,(thousands of dollars)
2017,Quebec,Land Access,12053.658,(thousands of dollars)
2017,Quebec,Grand Total,573946.534,(thousands of dollars)
2017,Ontario,Diamond Drilling (Surface and Underground),1588.308,Metres (thousands)
2017,Ontario,Diamond Drilling (Surface and Underground),241043.024,Cost (thousands of dollars)
2017,Ontario,Other Drilling (Surface and Underground),61.745,Metres (thousands)
2017,Ontario,Other Drilling (Surface and Underground),3342.761,Cost (thousands of dollars)
2017,Ontario,Geochemistry and Geology,45034.838,(thousands of dollars)
2017,Ontario,Geophysics,12707.514,(thousands of dollars)
2017,Ontario,Rock Work(2),89314.167,(thousands of dollars)
2017,Ontario,Other Field Costs,19707.595,(thousands of dollars)
2017,Ontario,"Engineering, Economic and Feasibility Studies",76043.672,(thousands of dollars)
2017,Ontario,"Mineral Leases, Claims, Line Cutting and Head Office",35794.01,(thousands of dollars)
2017,Ontario,Environment,11719.952,(thousands of dollars)
2017,Ontario,Land Access,4966.068,(thousands of dollars)
2017,Ontario,Grand Total,539673.601,(thousands of dollars)
2017,Manitoba,Diamond Drilling (Surface and Underground),110.873,Metres (thousands)
2017,Manitoba,Diamond Drilling (Surface and Underground),16310.878,Cost (thousands of dollars)
2017,Manitoba,Other Drilling (Surface and Underground),0,Metres (thousands)
2017,Manitoba,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2017,Manitoba,Geochemistry and Geology,3989.021,(thousands of dollars)
2017,Manitoba,Geophysics,2903.204,(thousands of dollars)
2017,Manitoba,Rock Work(2),335,(thousands of dollars)
2017,Manitoba,Other Field Costs,5120.016,(thousands of dollars)
2017,Manitoba,"Engineering, Economic and Feasibility Studies",4776.414,(thousands of dollars)
2017,Manitoba,"Mineral Leases, Claims, Line Cutting and Head Office",2577.595,(thousands of dollars)
2017,Manitoba,Environment,4002.262,(thousands of dollars)
2017,Manitoba,Land Access,1134.168,(thousands of dollars)
2017,Manitoba,Grand Total,41148.558,(thousands of dollars)
2017,Saskatchewan,Diamond Drilling (Surface and Underground),430.669,Metres (thousands)
2017,Saskatchewan,Diamond Drilling (Surface and Underground),90796.965,Cost (thousands of dollars)
2017,Saskatchewan,Other Drilling (Surface and Underground),10.738,Metres (thousands)
2017,Saskatchewan,Other Drilling (Surface and Underground),3902.743,Cost (thousands of dollars)
2017,Saskatchewan,Geochemistry and Geology,12997.098,(thousands of dollars)
2017,Saskatchewan,Geophysics,13694.56,(thousands of dollars)
2017,Saskatchewan,Rock Work(2),934.752,(thousands of dollars)
2017,Saskatchewan,Other Field Costs,10514.806,(thousands of dollars)
2017,Saskatchewan,"Engineering, Economic and Feasibility Studies",17997.539,(thousands of dollars)
2017,Saskatchewan,"Mineral Leases, Claims, Line Cutting and Head Office",30477.787,(thousands of dollars)
2017,Saskatchewan,Environment,9121.276,(thousands of dollars)
2017,Saskatchewan,Land Access,735.643,(thousands of dollars)
2017,Saskatchewan,Grand Total,191173.169,(thousands of dollars)
2017,Alberta,Diamond Drilling (Surface and Underground),8.216,Metres (thousands)
2017,Alberta,Diamond Drilling (Surface and Underground),1525,Cost (thousands of dollars)
2017,Alberta,Other Drilling (Surface and Underground),0,Metres (thousands)
2017,Alberta,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2017,Alberta,Geochemistry and Geology,3375.164,(thousands of dollars)
2017,Alberta,Geophysics,144.991,(thousands of dollars)
2017,Alberta,Rock Work(2),79.167,(thousands of dollars)
2017,Alberta,Other Field Costs,1707.69,(thousands of dollars)
2017,Alberta,"Engineering, Economic and Feasibility Studies",4659.369,(thousands of dollars)
2017,Alberta,"Mineral Leases, Claims, Line Cutting and Head Office",7086.028,(thousands of dollars)
2017,Alberta,Environment,4992.305,(thousands of dollars)
2017,Alberta,Land Access,988.761,(thousands of dollars)
2017,Alberta,Grand Total,24558.475,(thousands of dollars)
2017,British Columbia,Diamond Drilling (Surface and Underground),531.356,Metres (thousands)
2017,British Columbia,Diamond Drilling (Surface and Underground),91309.983,Cost (thousands of dollars)
2017,British Columbia,Other Drilling (Surface and Underground),28.438,Metres (thousands)
2017,British Columbia,Other Drilling (Surface and Underground),7211.795,Cost (thousands of dollars)
2017,British Columbia,Geochemistry and Geology,49411.483,(thousands of dollars)
2017,British Columbia,Geophysics,5584.291,(thousands of dollars)
2017,British Columbia,Rock Work(2),13079.612,(thousands of dollars)
2017,British Columbia,Other Field Costs,39583.831,(thousands of dollars)
2017,British Columbia,"Engineering, Economic and Feasibility Studies",21774.318,(thousands of dollars)
2017,British Columbia,"Mineral Leases, Claims, Line Cutting and Head Office",34359.4,(thousands of dollars)
2017,British Columbia,Environment,31447.304,(thousands of dollars)
2017,British Columbia,Land Access,8817.776,(thousands of dollars)
2017,British Columbia,Grand Total,302579.793,(thousands of dollars)
2017,Yukon,Diamond Drilling (Surface and Underground),190.571,Metres (thousands)
2017,Yukon,Diamond Drilling (Surface and Underground),60129.661,Cost (thousands of dollars)
2017,Yukon,Other Drilling (Surface and Underground),70.897,Metres (thousands)
2017,Yukon,Other Drilling (Surface and Underground),14737.53,Cost (thousands of dollars)
2017,Yukon,Geochemistry and Geology,23177.771,(thousands of dollars)
2017,Yukon,Geophysics,5369.308,(thousands of dollars)
2017,Yukon,Rock Work(2),3796.5,(thousands of dollars)
2017,Yukon,Other Field Costs,12606.073,(thousands of dollars)
2017,Yukon,"Engineering, Economic and Feasibility Studies",19263.144,(thousands of dollars)
2017,Yukon,"Mineral Leases, Claims, Line Cutting and Head Office",14111.108,(thousands of dollars)
2017,Yukon,Environment,12475.374,(thousands of dollars)
2017,Yukon,Land Access,3048.597,(thousands of dollars)
2017,Yukon,Grand Total,168715.066,(thousands of dollars)
2017,Northwest Territories,Diamond Drilling (Surface and Underground),66.451,Metres (thousands)
2017,Northwest Territories,Diamond Drilling (Surface and Underground),30101.725,Cost (thousands of dollars)
2017,Northwest Territories,Other Drilling (Surface and Underground),0,Metres (thousands)
2017,Northwest Territories,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2017,Northwest Territories,Geochemistry and Geology,11762.497,(thousands of dollars)
2017,Northwest Territories,Geophysics,4041.043,(thousands of dollars)
2017,Northwest Territories,Rock Work(2),0,(thousands of dollars)
2017,Northwest Territories,Other Field Costs,7380.796,(thousands of dollars)
2017,Northwest Territories,"Engineering, Economic and Feasibility Studies",6628.471,(thousands of dollars)
2017,Northwest Territories,"Mineral Leases, Claims, Line Cutting and Head Office",1679.159,(thousands of dollars)
2017,Northwest Territories,Environment,14964.698,(thousands of dollars)
2017,Northwest Territories,Land Access,14630.855,(thousands of dollars)
2017,Northwest Territories,Grand Total,91189.244,(thousands of dollars)
2017,Nunavut,Diamond Drilling (Surface and Underground),161.844,Metres (thousands)
2017,Nunavut,Diamond Drilling (Surface and Underground),54955.12,Cost (thousands of dollars)
2017,Nunavut,Other Drilling (Surface and Underground),30.308,Metres (thousands)
2017,Nunavut,Other Drilling (Surface and Underground),11945,Cost (thousands of dollars)
2017,Nunavut,Geochemistry and Geology,15682.314,(thousands of dollars)
2017,Nunavut,Geophysics,3696.615,(thousands of dollars)
2017,Nunavut,Rock Work(2),21830.14,(thousands of dollars)
2017,Nunavut,Other Field Costs,21514.822,(thousands of dollars)
2017,Nunavut,"Engineering, Economic and Feasibility Studies",16637.434,(thousands of dollars)
2017,Nunavut,"Mineral Leases, Claims, Line Cutting and Head Office",9699.516,(thousands of dollars)
2017,Nunavut,Environment,12685.78,(thousands of dollars)
2017,Nunavut,Land Access,8358.169,(thousands of dollars)
2017,Nunavut,Grand Total,177004.91,(thousands of dollars)
2017,Total,Diamond Drilling (Surface and Underground),5170.922,Metres (thousands)
2017,Total,Diamond Drilling (Surface and Underground),896047.677,Cost (thousands of dollars)
2017,Total,Other Drilling (Surface and Underground),214.697,Metres (thousands)
2017,Total,Other Drilling (Surface and Underground),43018.258,Cost (thousands of dollars)
2017,Total,Geochemistry and Geology,221092.556,(thousands of dollars)
2017,Total,Geophysics,72116.646,(thousands of dollars)
2017,Total,Rock Work(2),166127.041,(thousands of dollars)
2017,Total,Other Field Costs,158179.497,(thousands of dollars)
2017,Total,"Engineering, Economic and Feasibility Studies",227712.427,(thousands of dollars)
2017,Total,"Mineral Leases, Claims, Line Cutting and Head Office",227226.394,(thousands of dollars)
2017,Total,Environment,118919.49,(thousands of dollars)
2017,Total,Land Access,55099.211,(thousands of dollars)
2017,Total,Grand Total,2185539.197,(thousands of dollars)
2017,Percentage of grand total ,Diamond Drilling (Surface and Underground),n.a.,Metres (%)
2017,Percentage of grand total ,Diamond Drilling (Surface and Underground),40.9989296110529,Cost (%)
2017,Percentage of grand total ,Other Drilling (Surface and Underground),n.a.,Metres (%)
2017,Percentage of grand total ,Other Drilling (Surface and Underground),1.968313268371,Cost (%)
2017,Percentage of grand total ,Geochemistry and Geology,10.1161560636151,(%)
2017,Percentage of grand total ,Geophysics,3.29971871925205,(%)
2017,Percentage of grand total ,Rock Work(2),7.60119247589042,(%)
2017,Percentage of grand total ,Other Field Costs,7.23755022180003,(%)
2017,Percentage of grand total ,"Engineering, Economic and Feasibility Studies",10.419050242273,(%)
2017,Percentage of grand total ,"Mineral Leases, Claims, Line Cutting and Head Office",10.3968116569085,(%)
2017,Percentage of grand total ,Environment,5.44119685262273,(%)
2017,Percentage of grand total ,Land Access,2.52108088821433,(%)
2017,Percentage of grand total ,Grand Total,100,(%)
2016,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),90.279,Metres (thousands)
2016,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),11470.86,Cost (thousands of dollars)
2016,Newfoundland and Labrador,Other Drilling (Surface and Underground),7.5,Metres (thousands)
2016,Newfoundland and Labrador,Other Drilling (Surface and Underground),232.5,Cost (thousands of dollars)
2016,Newfoundland and Labrador,Geochemistry and Geology,4443.27,(thousands of dollars)
2016,Newfoundland and Labrador,Geophysics,847.525,(thousands of dollars)
2016,Newfoundland and Labrador,Rock Work(2),119.86,(thousands of dollars)
2016,Newfoundland and Labrador,Other Field Costs,2074.27,(thousands of dollars)
2016,Newfoundland and Labrador,"Engineering, Economic and Feasibility Studies",1530.338,(thousands of dollars)
2016,Newfoundland and Labrador,"Mineral Leases, Claims, Line Cutting and Head Office",3070.715,(thousands of dollars)
2016,Newfoundland and Labrador,Environment,1553.527,(thousands of dollars)
2016,Newfoundland and Labrador,Land Access,38.716,(thousands of dollars)
2016,Newfoundland and Labrador,Grand Total,25381.581,(thousands of dollars)
2016,Nova Scotia ,Diamond Drilling (Surface and Underground),14.99,Metres (thousands)
2016,Nova Scotia ,Diamond Drilling (Surface and Underground),1132,Cost (thousands of dollars)
2016,Nova Scotia ,Other Drilling (Surface and Underground),0,Metres (thousands)
2016,Nova Scotia ,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2016,Nova Scotia ,Geochemistry and Geology,2083.434,(thousands of dollars)
2016,Nova Scotia ,Geophysics,79.059,(thousands of dollars)
2016,Nova Scotia ,Rock Work(2),20,(thousands of dollars)
2016,Nova Scotia ,Other Field Costs,0,(thousands of dollars)
2016,Nova Scotia ,"Engineering, Economic and Feasibility Studies",0,(thousands of dollars)
2016,Nova Scotia ,"Mineral Leases, Claims, Line Cutting and Head Office",1792.298,(thousands of dollars)
2016,Nova Scotia ,Environment,230.391,(thousands of dollars)
2016,Nova Scotia ,Land Access,0,(thousands of dollars)
2016,Nova Scotia ,Grand Total,5337.182,(thousands of dollars)
2016,New Brunswick,Diamond Drilling (Surface and Underground),11.367,Metres (thousands)
2016,New Brunswick,Diamond Drilling (Surface and Underground),1321.269,Cost (thousands of dollars)
2016,New Brunswick,Other Drilling (Surface and Underground),31.94,Metres (thousands)
2016,New Brunswick,Other Drilling (Surface and Underground),7442,Cost (thousands of dollars)
2016,New Brunswick,Geochemistry and Geology,2124.014,(thousands of dollars)
2016,New Brunswick,Geophysics,518.83803,(thousands of dollars)
2016,New Brunswick,Rock Work(2),265.312,(thousands of dollars)
2016,New Brunswick,Other Field Costs,848.19772,(thousands of dollars)
2016,New Brunswick,"Engineering, Economic and Feasibility Studies",1000,(thousands of dollars)
2016,New Brunswick,"Mineral Leases, Claims, Line Cutting and Head Office",340.39534,(thousands of dollars)
2016,New Brunswick,Environment,195.391,(thousands of dollars)
2016,New Brunswick,Land Access,145,(thousands of dollars)
2016,New Brunswick,Grand Total,14200.41709,(thousands of dollars)
2016,Quebec,Diamond Drilling (Surface and Underground),989.954,Metres (thousands)
2016,Quebec,Diamond Drilling (Surface and Underground),135603.572,Cost (thousands of dollars)
2016,Quebec,Other Drilling (Surface and Underground),2.093,Metres (thousands)
2016,Quebec,Other Drilling (Surface and Underground),1609.236,Cost (thousands of dollars)
2016,Quebec,Geochemistry and Geology,32163.844,(thousands of dollars)
2016,Quebec,Geophysics,12336.463,(thousands of dollars)
2016,Quebec,Rock Work(2),29886.832,(thousands of dollars)
2016,Quebec,Other Field Costs,14769.465,(thousands of dollars)
2016,Quebec,"Engineering, Economic and Feasibility Studies",38244.197,(thousands of dollars)
